ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-10-13T16:23:39Z,dmurat125,"iOS 16.0 (iPhone12,1)",174227,TR,176.54.55.5,unknown,Alice,PeBE,Alice,spotify:track:0pOUqvvOuMOEy6DKtiZrQ9,,,,trackdone,trackdone,false,,false,1665678043889,false
2022-10-13T16:26:52Z,dmurat125,"iOS 16.0 (iPhone12,1)",192931,TR,176.54.55.5,unknown,Time Flies,Drake,Dark Lane Demo Tapes,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,,,,trackdone,trackdone,false,,false,1665678218496,false
2022-10-13T16:30:55Z,dmurat125,"iOS 16.0 (iPhone12,1)",242965,TR,176.54.55.5,unknown,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,,,,trackdone,trackdone,false,,false,1665678411970,false
2022-10-13T16:34:35Z,dmurat125,"iOS 16.0 (iPhone12,1)",218801,TR,176.54.55.5,unknown,m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,,,,trackdone,trackdone,false,,false,1665678655392,false
2022-10-13T16:37:28Z,dmurat125,"iOS 16.0 (iPhone12,1)",172933,TR,176.54.55.5,unknown,PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,spotify:track:1qMMYpVatbRITKCfq1gasi,,,,trackdone,trackdone,false,,false,1665678874691,false
2022-10-13T16:40:47Z,dmurat125,"iOS 16.0 (iPhone12,1)",198581,TR,176.54.55.5,unknown,Konum Gizli (feat. Murda),MERO,Konum Gizli (feat. Murda),spotify:track:5h1Zdr8ghV5RaWjtdfVo8w,,,,trackdone,trackdone,false,,false,1665679048205,false
2022-10-13T16:44:26Z,dmurat125,"iOS 16.0 (iPhone12,1)",218364,TR,176.54.55.5,unknown,Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",spotify:track:3F5CgOj3wFlRv51JsHbxhe,,,,trackdone,trackdone,false,,false,1665679247257,false
2022-10-13T17:15:40Z,dmurat125,"iOS 16.0 (iPhone12,1)",17573,TR,176.54.55.5,unknown,WAIT FOR U (feat. Drake & Tems),Future,I NEVER LIKED YOU,spotify:track:59nOXPmaKlBfGMDeOVGrIK,,,,trackdone,endplay,false,,false,1665679466091,false
2022-10-13T17:18:46Z,dmurat125,"iOS 16.0 (iPhone12,1)",178538,TR,176.54.55.5,unknown,POPSTAR (feat. Drake),DJ Khaled,POPSTAR (feat. Drake),spotify:track:6EDO9iiTtwNv6waLwa1UUq,,,,clickrow,endplay,false,,false,1665681339834,false
2022-10-13T17:24:22Z,dmurat125,"iOS 16.0 (iPhone12,1)",337640,TR,176.54.55.5,unknown,Believe Me,Lil Wayne,Believe Me,spotify:track:6t2eIONH4Sax3R21QWiKNp,,,,clickrow,trackdone,false,,false,1665681525663,false
2022-10-13T17:27:00Z,dmurat125,"iOS 16.0 (iPhone12,1)",156636,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,trackdone,trackdone,false,,false,1665681862355,false
2022-10-13T17:28:52Z,dmurat125,"iOS 16.0 (iPhone12,1)",111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,trackdone,trackdone,false,,false,1665682019471,false
2022-10-13T19:02:41Z,dmurat125,OS X 12.6.0 [x86 8],5955,TR,176.54.55.5,unknown,Leyla,Tahribad-ı İsyan,Leyla,spotify:track:0cJQnTt5Kj35DmcfYl0MyH,,,,remote,logout,true,,false,1665491314793,false
2022-10-13T19:38:51Z,dmurat125,"iOS 16.0 (iPhone12,1)",105962,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,endplay,false,,false,1665682131481,false
2022-10-13T19:41:30Z,dmurat125,"iOS 16.0 (iPhone12,1)",112237,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,,false,1665689928771,false
2022-10-13T20:24:26Z,dmurat125,"iOS 16.0 (iPhone12,1)",28403,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,backbtn,false,,false,1665690090357,false
2022-10-13T20:26:16Z,dmurat125,"iOS 16.0 (iPhone12,1)",111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,backbtn,trackdone,false,,false,1665692665314,false
2022-10-14T09:01:04Z,dmurat125,"iOS 16.0 (iPhone12,1)",82796,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,endplay,false,,false,1665692775800,false
2022-10-14T09:02:54Z,dmurat125,"iOS 16.0 (iPhone12,1)",111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,,false,1665738063667,false
2022-10-14T09:05:37Z,dmurat125,"iOS 16.0 (iPhone12,1)",161857,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,trackdone,false,,false,1665738174149,false
2022-10-14T11:17:44Z,dmurat125,"iOS 16.0 (iPhone12,1)",115724,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,trackdone,endplay,false,,false,1665738336557,false
2022-10-14T14:01:38Z,dmurat125,"iOS 16.0 (iPhone12,1)",64234,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,unexpected-exit-while-paused,false,,false,1665746262960,false
2022-10-14T14:29:50Z,dmurat125,"iOS 16.0 (iPhone12,1)",111584,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,appload,trackdone,false,,false,1665756094687,false
2022-10-14T14:32:32Z,dmurat125,"iOS 16.0 (iPhone12,1)",161857,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,trackdone,false,,false,1665757789858,false
2022-10-14T14:40:48Z,dmurat125,"iOS 16.0 (iPhone12,1)",144301,TR,159.20.68.230,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,trackdone,fwdbtn,false,,false,1665757952257,false
2022-10-14T15:32:50Z,dmurat125,"iOS 16.0 (iPhone12,1)",3584,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,fwdbtn,logout,false,,false,1665758446945,false
2022-10-14T15:32:55Z,dmurat125,"iOS 16.0 (iPhone12,1)",2832,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,appload,endplay,false,,false,1665761569131,false
2022-10-14T15:35:34Z,dmurat125,"iOS 16.0 (iPhone12,1)",156636,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,clickrow,trackdone,false,,false,1665761574848,false
2022-10-14T15:37:26Z,dmurat125,"iOS 16.0 (iPhone12,1)",111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,trackdone,trackdone,false,,false,1665761733800,false
2022-10-14T15:39:40Z,dmurat125,"iOS 16.0 (iPhone12,1)",132628,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,fwdbtn,false,,false,1665761845805,false
2022-10-14T15:39:43Z,dmurat125,"iOS 16.0 (iPhone12,1)",3157,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,fwdbtn,fwdbtn,false,,false,1665761979964,false
2022-10-14T15:39:45Z,dmurat125,"iOS 16.0 (iPhone12,1)",1578,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,fwdbtn,fwdbtn,false,,false,1665761983141,false
2022-10-14T15:41:54Z,dmurat125,"iOS 16.0 (iPhone12,1)",130208,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,fwdbtn,trackdone,false,,false,1665761984718,false
2022-10-14T15:55:12Z,dmurat125,"iOS 16.0 (iPhone12,1)",55229,TR,176.54.55.5,unknown,Alice,PeBE,Alice,spotify:track:0pOUqvvOuMOEy6DKtiZrQ9,,,,trackdone,endplay,false,,false,1665762114069,false
2022-10-14T15:57:04Z,dmurat125,"iOS 16.0 (iPhone12,1)",111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,,false,1665762912305,false
2022-10-14T15:57:10Z,dmurat125,"iOS 16.0 (iPhone12,1)",5064,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,fwdbtn,false,,false,1665763023761,false
2022-10-14T15:57:11Z,dmurat125,"iOS 16.0 (iPhone12,1)",1021,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,fwdbtn,fwdbtn,false,,false,1665763030269,false
2022-10-14T15:57:12Z,dmurat125,"iOS 16.0 (iPhone12,1)",928,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,fwdbtn,fwdbtn,false,,false,1665763031262,false
2022-10-14T15:59:22Z,dmurat125,"iOS 16.0 (iPhone12,1)",130208,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,fwdbtn,trackdone,false,,false,1665763032219,false
2022-10-14T15:59:24Z,dmurat125,"iOS 16.0 (iPhone12,1)",1041,TR,176.54.55.5,unknown,Alice,PeBE,Alice,spotify:track:0pOUqvvOuMOEy6DKtiZrQ9,,,,trackdone,fwdbtn,false,,false,1665763161455,false
2022-10-14T16:02:36Z,dmurat125,"iOS 16.0 (iPhone12,1)",192931,TR,176.54.55.5,unknown,Time Flies,Drake,Dark Lane Demo Tapes,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,,,,fwdbtn,trackdone,false,,false,1665763163921,false
2022-10-14T17:38:57Z,dmurat125,"iOS 16.0 (iPhone12,1)",197332,TR,176.54.55.5,unknown,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,,,,trackdone,endplay,false,,false,1665763355945,false
2022-10-14T17:40:47Z,dmurat125,"iOS 16.0 (iPhone12,1)",111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,,false,1665769136779,false
2022-10-15T09:55:08Z,dmurat125,ios,23297,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,endplay,false,true,false,1665769247,false
2022-10-15T09:55:09Z,dmurat125,ios,938,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,clickrow,endplay,false,true,false,1665827708,false
2022-10-15T09:56:59Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665827709,false
2022-10-15T09:59:42Z,dmurat125,ios,161857,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,trackdone,false,false,false,1665827820,false
2022-10-15T10:02:37Z,dmurat125,ios,175311,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,trackdone,trackdone,false,false,false,1665827982,false
2022-10-15T10:23:08Z,dmurat125,ios,175416,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,trackdone,trackdone,false,false,false,1665828158,false
2022-10-15T10:44:41Z,dmurat125,ios,73692,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,trackdone,endplay,false,true,false,1665829389,false
2022-10-15T10:58:24Z,dmurat125,ios,91946,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,endplay,false,true,false,1665830681,false
2022-10-15T11:01:00Z,dmurat125,ios,156636,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,clickrow,trackdone,false,false,false,1665831505,false
2022-10-15T11:02:43Z,dmurat125,ios,101743,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,trackdone,unexpected-exit-while-paused,false,false,false,1665831660,false
2022-10-15T13:14:17Z,dmurat125,ios,113290,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,appload,trackdone,false,false,false,1665839543,false
2022-10-15T13:14:43Z,dmurat125,ios,24748,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,unexpected-exit-while-paused,false,false,false,1665839658,false
2022-10-15T14:56:10Z,dmurat125,ios,417,TR,176.54.55.5,unknown,Believe Me,Lil Wayne,Believe Me,spotify:track:6t2eIONH4Sax3R21QWiKNp,,,,clickrow,endplay,false,true,false,1665845770,false
2022-10-15T14:56:14Z,dmurat125,ios,836,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,clickrow,endplay,false,true,false,1665845771,false
2022-10-15T14:58:05Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665845774,false
2022-10-15T15:00:48Z,dmurat125,ios,161857,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,trackdone,false,false,false,1665845886,false
2022-10-15T15:03:43Z,dmurat125,ios,175311,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,trackdone,trackdone,false,false,false,1665846048,false
2022-10-15T15:05:52Z,dmurat125,ios,126780,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,trackdone,fwdbtn,false,true,false,1665846224,false
2022-10-15T15:08:01Z,dmurat125,ios,130208,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,fwdbtn,trackdone,false,false,false,1665846352,false
2022-10-15T15:08:19Z,dmurat125,ios,16157,TR,176.54.55.5,unknown,Alice,PeBE,Alice,spotify:track:0pOUqvvOuMOEy6DKtiZrQ9,,,,trackdone,fwdbtn,false,true,false,1665846481,false
2022-10-15T15:11:30Z,dmurat125,ios,192931,TR,176.54.55.5,unknown,Time Flies,Drake,Dark Lane Demo Tapes,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,,,,fwdbtn,trackdone,false,false,false,1665846499,false
2022-10-15T15:31:54Z,dmurat125,ios,242965,TR,176.54.55.5,unknown,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,,,,trackdone,trackdone,false,false,false,1665846691,false
2022-10-15T15:35:16Z,dmurat125,ios,200931,TR,176.54.55.5,unknown,m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,,,,trackdone,fwdbtn,false,true,false,1665847914,false
2022-10-15T15:35:28Z,dmurat125,ios,12794,TR,176.54.55.5,unknown,PUFFIN ON ZOOTIEZ,Future,I NEVER LIKED YOU,spotify:track:1qMMYpVatbRITKCfq1gasi,,,,fwdbtn,fwdbtn,false,true,false,1665848116,false
2022-10-15T15:38:46Z,dmurat125,ios,198581,TR,176.54.55.5,unknown,Konum Gizli (feat. Murda),MERO,Konum Gizli (feat. Murda),spotify:track:5h1Zdr8ghV5RaWjtdfVo8w,,,,fwdbtn,trackdone,false,false,false,1665848129,false
2022-10-15T15:42:25Z,dmurat125,ios,218364,TR,176.54.55.5,unknown,Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",spotify:track:3F5CgOj3wFlRv51JsHbxhe,,,,trackdone,trackdone,false,false,false,1665848327,false
2022-10-15T15:46:17Z,dmurat125,ios,131902,TR,176.54.55.5,unknown,WAIT FOR U (feat. Drake & Tems),Future,I NEVER LIKED YOU,spotify:track:59nOXPmaKlBfGMDeOVGrIK,,,,trackdone,unexpected-exit-while-paused,false,false,false,1665848546,false
2022-10-15T17:23:50Z,dmurat125,ios,198725,TR,176.54.55.5,unknown,WAIT FOR U (feat. Drake & Tems),Future,I NEVER LIKED YOU,spotify:track:59nOXPmaKlBfGMDeOVGrIK,,,,appload,trackdone,false,false,false,1665854430,false
2022-10-15T17:26:47Z,dmurat125,ios,176708,TR,176.54.55.5,unknown,PARA,UZI,PARA,spotify:track:47zsnWIPoPSjJhZoKp5h21,,,,trackdone,trackdone,false,false,false,1665854630,false
2022-10-15T17:28:16Z,dmurat125,ios,87160,TR,176.54.55.5,unknown,GOLD STACKS,Future,I NEVER LIKED YOU,spotify:track:1Ijpng3ZLhTRcEd8iqh4p4,,,,trackdone,unexpected-exit-while-paused,false,false,false,1665854808,false
2022-10-16T09:50:26Z,dmurat125,ios,2368,TR,176.54.55.5,unknown,GOLD STACKS,Future,I NEVER LIKED YOU,spotify:track:1Ijpng3ZLhTRcEd8iqh4p4,,,,appload,endplay,false,true,false,1665913822,false
2022-10-16T09:52:17Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665913826,false
2022-10-16T09:54:59Z,dmurat125,ios,161857,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,trackdone,false,false,false,1665913937,false
2022-10-16T09:57:54Z,dmurat125,ios,175311,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,trackdone,trackdone,false,false,false,1665914099,false
2022-10-16T10:00:50Z,dmurat125,ios,175416,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,trackdone,trackdone,false,false,false,1665914275,false
2022-10-16T10:03:01Z,dmurat125,ios,130208,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,trackdone,trackdone,false,false,false,1665914451,false
2022-10-16T10:22:09Z,dmurat125,ios,1109,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,clickrow,endplay,false,true,false,1665915729,false
2022-10-16T10:22:09Z,dmurat125,ios,154781,TR,176.54.55.5,unknown,Alice,PeBE,Alice,spotify:track:0pOUqvvOuMOEy6DKtiZrQ9,,,,trackdone,endplay,false,true,false,1665914582,false
2022-10-16T10:24:01Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665915730,false
2022-10-16T10:26:42Z,dmurat125,ios,161857,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,trackdone,false,false,false,1665915841,false
2022-10-16T10:29:38Z,dmurat125,ios,175311,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,trackdone,trackdone,false,false,false,1665916003,false
2022-10-16T15:12:25Z,dmurat125,ios,152584,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,trackdone,endplay,false,true,false,1665916179,false
2022-10-16T15:14:15Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665933145,false
2022-10-16T16:59:14Z,dmurat125,ios,111660,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,endplay,false,true,false,1665933256,false
2022-10-16T17:01:04Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665939554,false
2022-10-16T20:01:12Z,dmurat125,ios,17601,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,endplay,false,true,false,1665939665,false
2022-10-16T20:03:03Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665950472,false
2022-10-16T23:33:20Z,dmurat125,ios,27820,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,logout,false,false,false,1665950583,false
2022-10-17T06:30:56Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1665988145,false
2022-10-17T06:31:00Z,dmurat125,ios,2412,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,fwdbtn,false,true,false,1665988256,false
2022-10-17T06:31:01Z,dmurat125,ios,928,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,fwdbtn,fwdbtn,false,true,false,1665988260,false
2022-10-17T06:31:02Z,dmurat125,ios,928,TR,176.54.55.5,unknown,Agalar,ElMusto,Agalar,spotify:track:09XgLPMuL580nymLG2VO0z,,,,fwdbtn,fwdbtn,false,true,false,1665988261,false
2022-10-17T06:33:11Z,dmurat125,ios,130208,TR,176.54.55.5,unknown,DIPGAZ / UMRANDROP,Umut Ercan,DIPGAZ / UMRANDROP,spotify:track:0zgPGjDDzjrkMyY9w5cjSC,,,,fwdbtn,trackdone,false,false,false,1665988262,false
2022-10-17T06:33:29Z,dmurat125,ios,16041,TR,176.54.55.5,unknown,Alice,PeBE,Alice,spotify:track:0pOUqvvOuMOEy6DKtiZrQ9,,,,trackdone,fwdbtn,false,true,false,1665988391,false
2022-10-17T06:36:40Z,dmurat125,ios,192931,TR,176.54.55.5,unknown,Time Flies,Drake,Dark Lane Demo Tapes,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,,,,fwdbtn,trackdone,false,false,false,1665988409,false
2022-10-17T06:39:33Z,dmurat125,ios,153730,TR,176.54.55.5,unknown,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,,,,trackdone,logout,false,false,false,1665988601,false
2022-10-17T09:41:52Z,dmurat125,ios,4074,TR,176.54.55.5,unknown,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,,,,appload,endplay,false,true,false,1665988815,false
2022-10-17T09:41:54Z,dmurat125,ios,1834,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,clickrow,endplay,false,true,false,1665999713,false
2022-10-17T10:03:38Z,dmurat125,ios,291976,TR,176.54.55.5,unknown,Believe Me,Lil Wayne,Believe Me,spotify:track:6t2eIONH4Sax3R21QWiKNp,,,,clickrow,logout,false,false,false,1665999715,false
2022-10-17T10:15:05Z,dmurat125,ios,4309,TR,176.54.55.5,unknown,Believe Me,Lil Wayne,Believe Me,spotify:track:6t2eIONH4Sax3R21QWiKNp,,,,appload,endplay,false,true,false,1666001025,false
2022-10-17T10:17:40Z,dmurat125,ios,156636,TR,176.54.55.5,unknown,UNUTTUM,UZI,EL CHAVO,spotify:track:7dFVvPxqk4O32ra3VjfUwU,,,,clickrow,trackdone,false,false,false,1666001705,false
2022-10-17T10:19:32Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,trackdone,trackdone,false,false,false,1666001861,false
2022-10-17T11:30:20Z,dmurat125,ios,32689,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,endplay,false,true,false,1666001973,false
2022-10-17T11:30:26Z,dmurat125,ios,5802,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,endplay,false,true,false,1666006221,false
2022-10-17T11:32:18Z,dmurat125,ios,111520,TR,176.54.55.5,unknown,Şahane,Organize,Şahane,spotify:track:4DbNopoUiA7WRz36e1hRS1,,,,clickrow,trackdone,false,false,false,1666006227,false
2022-10-17T11:32:20Z,dmurat125,ios,248,TR,176.54.55.5,unknown,Inzaghi,Ati242,Natural Born Digga,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,,,,trackdone,fwdbtn,false,true,false,1666006338,false
2022-10-17T11:32:21Z,dmurat125,ios,2043,TR,176.54.55.5,unknown,Hasbelkader,ElMusto,Hasbelkader,spotify:track:2YgfSOiRwR52RKnYyNYZmT,,,,fwdbtn,fwdbtn,false,true,false,1666006340,false
